ResponseId,Country,Industry,EdLevel,Employment,ICorPM,Pay_USD,LogPay,AISelect,LearnCodeAI,AIAgents,AI_IntensityScore,HighAI,DevType,DevType_bucket,OrgSize_clean,RemoteWork_clean,ExpBand,WorkExp_num,YearsCode_num,NumLangs,NumDBs,NumClouds,NumWeb,SQL_any,BI_any,ToolCountWork,ToolCountPersonal,JobSat,SOVisitFreq,SOPartFreq,AISent,AIAcc,AIComplex,AIThreat,SOFriction,NewRole,MainBranch_clean,MainBranch_sort,SOAccount_clean,HasSOAccount,SODuration_clean,SODuration_sort,SODuration_years,SOComm_clean,SOComm_likert,SOComm_sort,EmpAddl_none_of_the_above,EmpAddl_caring_for_dependents_children_elder,EmpAddl_engaged_in_paid_work_20_29_hours_per,EmpAddl_volunteering_regularly,EmpAddl_attending_school_full_time,EmpAddl_engaged_in_paid_work_less_than_10_ho,EmpAddl_attending_school_part_time,EmpAddl_engaged_in_paid_work_10_19_hours_per,EmpAddl_transitioning_to_retirement_graduall,EmpAddl_count,EmpAddl_Other
4316,Slovakia,Insurance,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,23435.0,10.061985910356809,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, and I don't plan to",-0.6000000000000001,0,"Developer, desktop or enterprise applications",Other/Unknown,10k+,Hybrid,3–5,3.0,6.0,7,1,2,3,1,0,1.0,1.0,2.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Unfavorable,Highly distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
1283,United States of America,Government,"Associate degree (A.A., A.S., etc.)",Employed,People manager,120000.0,11.695247021764184,"No, but I plan to soon","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, but I plan to",1.3,0,"Developer, full-stack",Other/Unknown,50–249,Remote,16+,45.0,49.0,2,1,0,0,1,0,10.0,,8.0,A few times per week,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
1705,Nigeria,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,646.0,6.470799503782602,"Yes, I use AI tools daily","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",2.4,0,Student,Other/Unknown,,,0–2,1.0,3.0,6,3,8,2,1,0,6.0,4.0,,Less than once per month or monthly,I have never participated in Q&A on Stack Overflow,Indifferent,Somewhat trust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"No, not really",2.0,2.0,0,0,0,0,1,0,0,0,0,1,0
32198,United States of America,Higher Education,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Individual contributor,28000.0,10.23995978915734,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",3.4,0,Academic researcher,Other/Unknown,1k–4.9k,Hybrid,6–10,7.0,12.0,10,0,7,0,0,0,6.0,7.0,,A few times per week,Less than once every 2 - 3 months,Favorable,Neither trust nor distrust,Bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,0,1,0,0,1,1,0,3,0
19267,Nomadic,Software Development,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Founder, technology or otherwise",Other/Unknown,,,16+,23.0,28.0,8,1,4,3,1,0,11.0,13.0,8.0,A few times per month or weekly,Less than once per month or monthly,Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",I'm not sure,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
10797,Denmark,Healthcare,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,108864.0,11.597854675755531,"Yes, I use AI tools monthly or infrequently","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, but I plan to",1.7,0,DevOps engineer or professional,DevOps/Cloud,1k–4.9k,Onsite,16+,20.0,26.0,7,2,3,1,1,0,17.0,4.0,9.0,Daily or almost daily,A few times per month or weekly,Indifferent,Somewhat distrust,Neither good or bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
15287,Italy,,Some college/university study without earning a degree,Student,,11601.0,9.358846580275406,"Yes, I use AI tools weekly","No, I didn't spend time learning in the past year",,2.2,0,Student,Other/Unknown,,,0–2,2.0,6.0,9,2,0,4,1,0,5.0,5.0,,Daily or almost daily,I have never participated in Q&A on Stack Overflow,Unfavorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,I'm not sure,About half of the time,I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"No, not at all",1.0,1.0,0,0,0,1,1,0,0,0,0,2,0
25793,India,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,25573.0,10.149292386393416,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, back-end",Web/Fullstack,10k+,Remote,6–10,9.0,13.0,4,1,5,1,1,0,5.0,2.0,6.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat trust,"Good, but not great at handling complex tasks",Yes,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
31183,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Student,People manager,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,Academic researcher,Other/Unknown,10–49,Onsite,6–10,6.0,14.0,0,0,0,0,0,0,,,,,,,,,,,,Former developer,6.0,,,,,,,,,0,0,0,0,1,1,0,0,0,2,0
39638,Germany,"Internet, Telecomm or Information Services","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,88751.0,11.393589974879816,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, and I don't plan to",3.6,0,Data engineer,Data/ML,10–49,Hybrid,6–10,9.0,12.0,6,2,9,1,1,0,,,7.0,Daily or almost daily,Less than once per month or monthly,Indifferent,Somewhat trust,I don't use AI tools for complex tasks / I don't know,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,1,0,0,0,0,0,0,0,0,1,0
7092,France,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,127616.0,11.756781033881454,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.9,0,"Developer, back-end",Web/Fullstack,50–249,Hybrid,3–5,5.0,12.0,5,1,11,0,1,0,5.0,5.0,8.0,A few times per month or weekly,"Infrequently, less than once per year",Indifferent,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
37351,Canada,Manufacturing,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,,69310.0,11.14634447491203,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, and I don't plan to",3.6,0,"Developer, embedded applications or devices",Other/Unknown,10–49,Onsite,0–2,2.0,10.0,8,0,0,0,0,0,4.0,4.0,9.0,A few times per week,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,Bad at handling complex tasks,No,"Rarely, almost never",,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
18438,Morocco,Healthcare,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,3628.0,8.196436811235026,"Yes, I use AI tools monthly or infrequently","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, but I plan to",1.4,0,Other (please specify):,Other/Unknown,50–249,Onsite,11–15,11.0,2.0,0,0,0,0,0,0,3.0,4.0,,A few times per week,"Infrequently, less than once per year",Favorable,Neither trust nor distrust,"Good, but not great at handling complex tasks",No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Hobbyist,4.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, definitely",5.0,5.0,0,1,0,0,0,0,0,0,0,1,0
17624,United Kingdom of Great Britain and Northern Ireland,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",-0.9,0,Product manager,Other/Unknown,10k+,Remote,16+,22.0,30.0,4,1,1,1,1,0,,,,A few times per week,Less than once per month or monthly,Indifferent,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,I'm not sure,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Occasional coder,3.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
1537,France,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,"No, and I don't plan to","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","No, and I don't plan to",-0.9,0,Student,Other/Unknown,,,0–2,1.0,5.0,12,0,0,0,1,0,6.0,6.0,,Multiple times per day,I have never participated in Q&A on Stack Overflow,Very unfavorable,Highly distrust,Very poor at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Learning to code,5.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"Yes, somewhat",4.0,4.0,0,0,0,0,1,0,0,0,0,1,0
11534,Norway,Software Development,Some college/university study without earning a degree,Employed,Individual contributor,96851.0,11.480928994027062,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work daily",5.3,1,"Developer, full-stack",Other/Unknown,1k–4.9k,Remote,16+,25.0,30.0,6,4,9,4,1,0,7.0,4.0,9.0,A few times per month or weekly,Less than once per month or monthly,Very favorable,Somewhat distrust,"Good, but not great at handling complex tasks",No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,0,1,0,0,0,0,0,0,1,0
5742,United States of America,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,70000.0,11.156250521031495,"No, but I plan to soon","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",2.2,0,Other (please specify):,Other/Unknown,10–49,Onsite,16+,43.0,45.0,5,4,0,1,1,0,10.0,7.0,,A few times per month or weekly,"Infrequently, less than once per year",Indifferent,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Former developer,6.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
42642,,Media & Advertising Services,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,,,,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",,0.0,0,"Developer, back-end",Web/Fullstack,10–49,Hybrid,16+,17.0,26.0,0,0,0,0,0,0,,,7.0,,,,,,No,,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
26916,Sweden,Other:,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",,62893.0,11.049190148737242,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",3.3,0,DevOps engineer or professional,DevOps/Cloud,,,6–10,7.0,11.0,8,6,13,0,1,0,,,7.0,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Highly distrust,Very poor at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
4725,United States of America,Banking/Financial Services,Some college/university study without earning a degree,Employed,Individual contributor,160000.0,11.982929094215963,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, but I plan to",3.3,0,"Developer, desktop or enterprise applications",Other/Unknown,5k–9.9k,Onsite,16+,27.0,33.0,10,3,0,4,1,0,19.0,7.0,8.0,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Very favorable,Somewhat trust,Neither good or bad at handling complex tasks,Yes,"Rarely, almost never",I have transitioned into a new career and/or industry involuntarily,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"Yes, somewhat",4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
2594,Turkey,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,4074.0,8.31238059678675,,"No, I didn't spend time learning in the past year","No, but I plan to",0.5,0,"Developer, back-end",Web/Fullstack,50–249,Remote,6–10,10.0,5.0,3,3,4,0,1,0,,,,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,Bad at handling complex tasks,Yes,More than half the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,"More than 15 years, or since Stack Overflow started in 2008",6.0,17.0,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
45512,Netherlands,,"Associate degree (A.A., A.S., etc.)",Not employed,,98612.0,11.498948237039368,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work weekly",4.6,1,"Developer, full-stack",Other/Unknown,,,11–15,15.0,16.0,10,7,12,4,1,0,14.0,13.0,4.0,A few times per week,"Infrequently, less than once per year",Favorable,Highly distrust,Very poor at handling complex tasks,Yes,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
12354,United States of America,,Some college/university study without earning a degree,Not employed,,,,"Yes, I use AI tools monthly or infrequently","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.6,0,Other (please specify):,Other/Unknown,,,16+,16.0,15.0,13,0,0,6,1,0,1.0,0.0,,Less than once per month or monthly,"Infrequently, less than once per year",Indifferent,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,About half of the time,I have neither consider or transitioned into a new career or industry,Hobbyist,4.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,Neutral,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0
32646,Italy,Manufacturing,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,66128.0,11.099347536751512,"Yes, I use AI tools weekly","No, I didn't spend time learning in the past year","No, and I don't plan to",1.0,0,"Developer, embedded applications or devices",Other/Unknown,1k–4.9k,Remote,16+,18.0,25.0,0,0,0,0,0,0,5.0,3.0,7.0,,,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,,,,,,,,,1,1,0,0,0,0,0,0,0,2,0
7631,Italy,Healthcare,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,162421.0,11.99794700869468,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",4.6,1,"Architect, software or solutions",Other/Unknown,10–49,Remote,6–10,7.0,17.0,5,2,10,1,1,0,19.0,3.0,,A few times per month or weekly,"Infrequently, less than once per year",Favorable,Somewhat trust,Bad at handling complex tasks,No,I don't use AI or AI-enabled tools,I have neither consider or transitioned into a new career or industry,Former developer,6.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,0,0,0,0,1,0,0,0,1,0
13371,Croatia,Software Development,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,Individual contributor,46406.0,10.745184040199312,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, full-stack",Other/Unknown,10–49,Remote,6–10,8.0,12.0,4,6,9,4,1,0,8.0,4.0,10.0,Less than once every 2 - 3 months,I have never participated in Q&A on Stack Overflow,Very favorable,Somewhat trust,Very well at handling complex tasks,No,More than half the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,No,0.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,0,0,1,0,0,0,0,0,0,1,0
33192,Australia,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,Individual contributor,45507.0,10.72562143925978,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,2.0,0,"Developer, full-stack",Other/Unknown,10–49,Remote,0–2,2.0,11.0,7,2,11,1,1,0,,,6.0,A few times per week,,,,,I'm not sure,,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,,,,0,0,1,1,1,0,0,0,0,3,0
9907,France,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,,,"Yes, I use AI tools weekly","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",1.7000000000000002,0,"Developer, full-stack",Other/Unknown,,,3–5,,4.0,10,0,6,0,0,0,,,,A few times per month or weekly,I have never participated in Q&A on Stack Overflow,Unfavorable,Highly distrust,Very poor at handling complex tasks,No,,I have neither consider or transitioned into a new career or industry,Hobbyist,4.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"No, not really",2.0,2.0,0,0,0,0,1,0,0,0,0,1,0
44548,Austria,Software Development,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,Individual contributor,63808.0,11.06363385332151,"Yes, I use AI tools monthly or infrequently","No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","No, and I don't plan to",1.1,0,"Developer, full-stack",Other/Unknown,10–49,Remote,0–2,2.0,6.0,10,7,10,11,1,0,3.0,3.0,6.0,A few times per month or weekly,"Infrequently, less than once per year",Unfavorable,Neither trust nor distrust,Neither good or bad at handling complex tasks,No,Less than half of the time,I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"Yes, somewhat",4.0,4.0,0,0,0,1,0,0,1,0,0,2,0
17520,Ghana,Software Development,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work daily",5.5,1,"Developer, full-stack",Other/Unknown,10–49,Remote,3–5,4.0,6.0,5,4,10,8,1,0,1.0,1.0,8.0,A few times per month or weekly,"Infrequently, less than once per year",Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,More than half the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 1 and 3 years,2.0,2.0,"Yes, definitely",5.0,5.0,0,0,0,0,0,0,1,1,0,2,0
11073,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,,,,,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,1.2,0,"Developer, back-end",Web/Fullstack,,,11–15,13.0,18.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
3280,United States of America,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,82000.0,11.31447452624639,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Yes, I use AI agents at work monthly or infrequently",4.6,1,Other (please specify):,Other/Unknown,1k–4.9k,Hybrid,3–5,3.0,5.0,6,5,7,0,1,0,6.0,3.0,6.0,A few times per week,I have never participated in Q&A on Stack Overflow,Favorable,Highly distrust,Very poor at handling complex tasks,No,Less than half of the time,I have somewhat considered changing my career and/or the industry I work in,Pro developer,1.0,No,0.0,Between 10 and 15 years,5.0,12.5,"No, not at all",1.0,1.0,1,0,0,0,0,0,0,0,0,1,0
34897,Spain,Software Development,"Associate degree (A.A., A.S., etc.)",Employed,Individual contributor,69609.0,11.150649148307476,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work monthly or infrequently",4.3,1,"Developer, back-end",Web/Fullstack,1k–4.9k,Remote,16+,22.0,25.0,0,4,8,0,1,0,4.0,4.0,8.0,Less than once per month or monthly,"Infrequently, less than once per year",Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",I'm not sure,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
33236,Thailand,Other:,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,2397.0,7.781973234434384,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",,3.2,0,"Architect, software or solutions",Other/Unknown,5k–9.9k,Onsite,11–15,12.0,17.0,0,0,0,0,0,0,7.0,4.0,9.0,,,Very favorable,Somewhat trust,"Good, but not great at handling complex tasks",No,,I have transitioned into a new career and/or industry involuntarily,Pro developer,1.0,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0
25178,India,Energy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,104616.0,11.558051782586338,"Yes, I use AI tools daily","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Yes, I use AI agents at work weekly",5.2,1,AI/ML engineer,Data/ML,5k–9.9k,Hybrid,16+,19.0,23.0,4,3,5,2,1,0,5.0,10.0,8.0,A few times per week,"Infrequently, less than once per year",Very favorable,Somewhat trust,Bad at handling complex tasks,I'm not sure,About half of the time,I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,Neutral,3.0,3.0,0,1,0,0,0,0,0,0,0,1,0
35228,United States of America,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,,35000.0,10.46310334047155,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, I use AI exclusively in copilot/autocomplete mode",3.4,0,Academic researcher,Other/Unknown,,,0–2,1.0,12.0,4,0,3,0,0,0,8.0,4.0,,Daily or almost daily,Less than once per month or monthly,Favorable,Highly distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have somewhat considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"Yes, somewhat",4.0,4.0,0,0,0,0,1,0,0,0,0,1,0
2562,United States of America,Government,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,Individual contributor,155000.0,11.951180395901384,"No, but I plan to soon","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",1.2000000000000002,0,Applied scientist,Other/Unknown,10k+,Remote,11–15,14.0,17.0,2,0,0,0,0,0,5.0,5.0,,Multiple times per day,A few times per week,Indifferent,Somewhat distrust,"Good, but not great at handling complex tasks",Yes,I don't use AI or AI-enabled tools,I have strongly considered changing my career and/or the industry I work in,Occasional coder,3.0,Yes,1.0,Between 3 and 5 years,3.0,4.0,"Yes, definitely",5.0,5.0,0,1,0,1,0,0,0,0,0,2,0
30134,Germany,Banking/Financial Services,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,People manager,68101.0,11.128747176317605,"No, but I plan to soon","No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Yes, I use AI agents at work daily",2.4,0,"Developer, desktop or enterprise applications",Other/Unknown,10k+,Hybrid,11–15,14.0,20.0,7,2,5,2,1,0,8.0,,7.0,A few times per week,"Infrequently, less than once per year",Indifferent,Somewhat distrust,I don't use AI tools for complex tasks / I don't know,No,I don't use AI or AI-enabled tools,I have transitioned into a new career and/or industry voluntarily,Pro developer,1.0,Yes,1.0,Between 10 and 15 years,5.0,12.5,"No, not really",2.0,2.0,0,1,0,0,0,0,0,0,0,1,0
1986,Poland,Fintech,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",,81870.0,11.312887902370491,"No, and I don't plan to","Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","No, and I don't plan to",0.3999999999999999,0,"Developer, back-end",Web/Fullstack,,,6–10,8.0,10.0,1,1,2,1,1,0,,,7.0,Daily or almost daily,"Infrequently, less than once per year",Favorable,Somewhat distrust,Bad at handling complex tasks,No,"Rarely, almost never",I have neither consider or transitioned into a new career or industry,Pro developer,1.0,Yes,1.0,Between 5 and 10 years,4.0,7.5,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
13853,Colombia,,Some college/university study without earning a degree,Not employed,,,,"Yes, I use AI tools weekly","Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","No, but I plan to",3.2,0,"Architect, software or solutions",Other/Unknown,,,11–15,14.0,16.0,6,3,6,4,1,0,2.0,2.0,4.0,"Infrequently, less than once per year",I have never participated in Q&A on Stack Overflow,Favorable,Somewhat trust,Neither good or bad at handling complex tasks,I'm not sure,"Rarely, almost never",I have strongly considered changing my career and/or the industry I work in,Pro developer,1.0,Not sure,,I don't use Stack Overflow,7.0,,"No, not really",2.0,2.0,1,0,0,0,0,0,0,0,0,1,0
28796,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,Individual contributor,,,,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",,1.0,0,"Developer, mobile",Mobile,10–49,Remote,0–2,1.0,5.0,0,0,0,0,0,0,,,,,,,,,,,,Pro developer,1.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
